Weapon,Hash,Perks,PerkHashes,Tags,Notes,Name,Description
"Eyes Unveiled (Adept)","282549639","Reservoir Burst | Liquid Coils | Reservoir Burst | Overflow | Liquid Coils | Frenzy | Arrowhead Brake | Triple Tap | Overflow | Frenzy | Triple Tap | Arrowhead Brake","1427256713|1687452232|254337357|2682205016|2777563320|3007133316|3048246338|3400784728|3643424744|4104185692|573122728|839105230","GodPVE","","Eyes Unveiled PVE God Roll","Barrel: Arrowhead Brake
Battery: Liquid Coils
Perk 1: Overflow (also good: Triple Tap)
Perk 2: Reservoir Burst (also good: Frenzy)
Masterwork: Charge Time"
"Eyes Unveiled (Adept)","282549639","Polygonal Rifling | Perfect Float | Particle Repeater | Particle Repeater | Polygonal Rifling | Discord | Perfect Float | Discord","1392496348|2272927194|3081681954|3868766766|3966296580|3978468247|711628886|906981559","GodPVP","","Eyes Unveiled PVP God Roll","Barrel: Polygonal Rifling
Battery: Particle Repeater
Perk 1: Perfect Float
Perk 2: Discord
Masterwork: Charge Time or Stability"
"Boomslang-4fr","3926153598","Fluted Barrel | Vorpal Weapon | Liquid Coils | Fluted Barrel | Rapid Hit | Liquid Coils | Envious Arsenal | Rapid Hit | Precision Instrument | Vorpal Weapon | Envious Arsenal | Veist Stinger | Veist Stinger | Precision Instrument","1124871858|1546637391|1687452232|1840239774|247725512|2777563320|2817499044|2938480696|332733060|3418165135|3987942396|3988215619|54024075|555281244","GodPVE","","Boomslang-4fr PVE God Roll","Barrel: Fluted Barrel
Battery: Liquid Coils
Perk 1: Rapid Hit or Envious Arsenal
Perk 2: Precision Instrument (also good: Vorpal Weapon)
Masterwork: Stability or Charge Time
Origin Trait: Veist Stinger"
"Boomslang-4fr","3926153598","Hammer-Forged Rifling | Vorpal Weapon | Heating Up | Heating Up | Projection Fuse | Projection Fuse | Hammer-Forged Rifling | Vorpal Weapon | Veist Stinger | Veist Stinger","1147230557|1546637391|1570042021|2748258257|2800182654|2969185026|3250034553|3418165135|3988215619|54024075","GodPVP","","Boomslang-4fr PVP God Roll","Barrel: Hammer-Forged Rifling
Battery: Projection Fuse
Perk 1: Heating Up
Perk 2: Vorpal Weapon
Masterwork: Range
Origin Trait: Veist Stinger"
"Yesterday's Question","2300143112","Fluted Barrel | Vorpal Weapon | Dragonfly | Voltshot | Fluted Barrel | Extended Mag | Voltshot | Extended Mag | Rapid Hit | Dragonfly | Rapid Hit | Vorpal Weapon","1124871858|1546637391|169755979|1720528630|1840239774|1890997540|2173046394|2420895100|247725512|2848615171|2938480696|3418165135","GodPVE","","Yesterday's Question PVE God Roll","Barrel: Fluted Barrel
Magazine: Extended Mag
Perk 1: Rapid Hit or Dragonfly
Perk 2: Vorpal Weapon or Voltshot
Masterwork: Handling"
"Yesterday's Question","2300143112","Polygonal Rifling | Ricochet Rounds | Ricochet Rounds | Lone Wolf | Rapid Hit | Lone Wolf | Rapid Hit | Eye of the Storm | Polygonal Rifling | Eye of the Storm","1392496348|1885400500|1968098204|2073244114|247725512|2579169598|2938480696|3719974635|3966296580|699525795","GodPVP","","Yesterday's Question PVP God Roll","Barrel: Polygonal Rifling
Magazine: Ricochet Rounds
Perk 1: Lone Wolf (also good: Rapid Hit)
Perk 2: Eye of the Storm
Masterwork: Stability"
"Yesterday's Question (Adept)","2378785953","Fluted Barrel | Vorpal Weapon | Dragonfly | Voltshot | Fluted Barrel | Extended Mag | Voltshot | Extended Mag | Rapid Hit | Dragonfly | Rapid Hit | Vorpal Weapon","1124871858|1546637391|169755979|1720528630|1840239774|1890997540|2173046394|2420895100|247725512|2848615171|2938480696|3418165135","GodPVE","","Yesterday's Question PVE God Roll","Barrel: Fluted Barrel
Magazine: Extended Mag
Perk 1: Rapid Hit or Dragonfly
Perk 2: Vorpal Weapon or Voltshot
Masterwork: Handling"
"Yesterday's Question (Adept)","2378785953","Polygonal Rifling | Ricochet Rounds | Ricochet Rounds | Lone Wolf | Rapid Hit | Lone Wolf | Rapid Hit | Eye of the Storm | Eye of the Storm","1392496348|1885400500|1968098204|2073244114|247725512|2579169598|2938480696|3719974635|699525795","GodPVP","","Yesterday's Question PVP God Roll","Barrel: Polygonal Rifling
Magazine: Ricochet Rounds
Perk 1: Lone Wolf (also good: Rapid Hit)
Perk 2: Eye of the Storm
Masterwork: Stability"
"Warden's Law","1821529912","Tactical Mag | Fourth Time's the Charm | Polygonal Rifling | Perpetual Motion | Vorpal Weapon | Flared Magwell | Tactical Mag | Perpetual Motion | Frenzy | Flared Magwell | Vorpal Weapon | Polygonal Rifling | Frenzy | Fourth Time's the Charm","106909392|1354429876|1392496348|1428297954|1546637391|1709045111|1783397184|2014892510|3007133316|3230963543|3418165135|3966296580|4104185692|848860060","GodPVE","","Warden's Law PVE God Roll","Barrel: Polygonal Rifling or Smallbore
Magazine: Flared Magwell or Tactical Mag
Perk 1: Fourth Time’s the Charm (also good: Perpetual Motion)
Perk 2: Vorpal Weapon (also good: Frenzy)
Masterwork: Reload Speed"
"Warden's Law","1821529912","Kill Clip | Hammer-Forged Rifling | Polygonal Rifling | Flared Magwell | Moving Target | Kill Clip | Accurized Rounds | Flared Magwell | Hammer-Forged Rifling | Accurized Rounds | Polygonal Rifling | Discord | Moving Target | Discord","1015611457|1147230557|1392496348|1709045111|2717805783|2923251173|3142289711|3230963543|3250034553|3267421167|3966296580|3978468247|588594999|906981559","GodPVP","","Warden's Law PVP God Roll","Barrel: Polygonal Rifling or Hammer-Forged Rifling
Magazine: Accurized Rounds or Flared Magwell
Perk 1: Moving Target (also good: Discord)
Perk 2: Kill Clip
Masterwork: Range"
"Warden's Law (Adept)","267089201","Tactical Mag | Fourth Time's the Charm | Polygonal Rifling | Perpetual Motion | Smallbore | Vorpal Weapon | Flared Magwell | Tactical Mag | Perpetual Motion | Smallbore | Frenzy | Flared Magwell | Vorpal Weapon | Polygonal Rifling | Frenzy | Fourth Time's the Charm","106909392|1354429876|1392496348|1428297954|1482024992|1546637391|1709045111|1783397184|2014892510|2860123632|3007133316|3230963543|3418165135|3966296580|4104185692|848860060","GodPVE","","Warden's Law PVE God Roll","Barrel: Polygonal Rifling or Smallbore
Magazine: Flared Magwell or Tactical Mag
Perk 1: Fourth Time’s the Charm (also good: Perpetual Motion)
Perk 2: Vorpal Weapon (also good: Frenzy)
Masterwork: Reload Speed"
"Warden's Law (Adept)","267089201","Kill Clip | Hammer-Forged Rifling | Polygonal Rifling | Flared Magwell | Moving Target | Kill Clip | Accurized Rounds | Flared Magwell | Hammer-Forged Rifling | Accurized Rounds | Polygonal Rifling | Discord | Moving Target | Discord","1015611457|1147230557|1392496348|1709045111|2717805783|2923251173|3142289711|3230963543|3250034553|3267421167|3966296580|3978468247|588594999|906981559","GodPVP","","Warden's Law PVP God Roll","Barrel: Polygonal Rifling or Hammer-Forged Rifling
Magazine: Accurized Rounds or Flared Magwell
Perk 1: Moving Target (also good: Discord)
Perk 2: Kill Clip
Masterwork: Range"
"Unloved","2485881870","Hatchling | Appended Mag | Appended Mag | Elemental Honing | Dragonfly | Dragonfly | Frenzy | Arrowhead Brake | Frenzy | Elemental Honing | Hatchling | Arrowhead Brake","102912326|1065371964|1087426260|1089671869|169755979|2848615171|3007133316|3048246338|4104185692|496047945|831391274|839105230","GodPVE","","Unloved PVE God Roll","Barrel: Arrowhead Brake
Magazine: Appended Mag
Perk 1: Dragonfly (also good: Hatchling)
Perk 2: Frenzy (also good: Elemental Honing)
Masterwork: Stability"
"Unloved","2485881870","Kill Clip | Closing Time | Smallbore | Ricochet Rounds | Ricochet Rounds | Rapid Hit | Smallbore | Kill Clip | Rapid Hit | Closing Time","1015611457|1194056669|1482024992|1885400500|1968098204|247725512|2860123632|2923251173|2938480696|3955464425","GodPVP","","Unloved PVP God Roll","Barrel: Smallbore
Magazine: Ricochet Rounds
Perk 1: Rapid Hit
Perk 2: Kill Clip (also good: Closing Time)
Masterwork: Stability"
"Uncivil Discourse","3146657389","Fluted Barrel | Air Trigger | Fluted Barrel | Light Heatsink | Cooling Baubles | Frenzy | Air Trigger | Precision Instrument | Cooling Baubles | Frenzy | Light Heatsink | Precision Instrument","1124871858|1421772400|1840239774|1946186791|2039482529|3007133316|3291427296|332733060|3932949589|4104185692|4273542183|555281244","GodPVE","","Uncivil Discourse PVE God Roll","Barrel: Fluted Barrel
Battery: Light Heatsink
Perk 1: Air Trigger (also good: Cooling Baubles)
Perk 2: Frenzy (also good: Precision Instrument)
Masterwork: Cooling Efficiency
Origin Trait: Accelerated Assault"
"Uncivil Discourse","3146657389","Air-Cooled Core | Opening Shot | Projection Fuse | Projection Fuse | Arrowhead Brake | Keep Away | Precision Instrument | Keep Away | Air-Cooled Core | Opening Shot | Precision Instrument | Arrowhead Brake","1309453587|1370847713|2800182654|2969185026|3048246338|3198323828|332733060|3619207468|4280607931|47981717|555281244|839105230","GodPVP","","Uncivil Discourse PVP God Roll","Barrel: Arrowhead Brake
Battery: Projection Fuse
Perk 1: Keep Away
Perk 2: Precision Instrument (also good: Opening Shot)
Masterwork: Range
Origin Trait: Air-Cooled Core"
"Uncivil Discourse","2462965802","Fluted Barrel | Air Trigger | Fluted Barrel | Light Heatsink | Cooling Baubles | Accelerated Assault | Frenzy | Air Trigger | Precision Instrument | Accelerated Assault | Cooling Baubles | Frenzy | Light Heatsink | Precision Instrument","1124871858|1421772400|1840239774|1946186791|2039482529|2671305723|3007133316|3291427296|332733060|3713579091|3932949589|4104185692|4273542183|555281244","GodPVE","","Uncivil Discourse PVE God Roll","Barrel: Fluted Barrel
Battery: Light Heatsink
Perk 1: Air Trigger (also good: Cooling Baubles)
Perk 2: Frenzy (also good: Precision Instrument)
Masterwork: Cooling Efficiency
Origin Trait: Accelerated Assault"
"Uncivil Discourse","2462965802","Air-Cooled Core | Opening Shot | Projection Fuse | Projection Fuse | Arrowhead Brake | Keep Away | Precision Instrument | Keep Away | Air-Cooled Core | Opening Shot | Precision Instrument | Arrowhead Brake","1309453587|1370847713|2800182654|2969185026|3048246338|3198323828|332733060|3619207468|4280607931|47981717|555281244|839105230","GodPVP","","Uncivil Discourse PVP God Roll","Barrel: Arrowhead Brake
Battery: Projection Fuse
Perk 1: Keep Away
Perk 2: Precision Instrument (also good: Opening Shot)
Masterwork: Range
Origin Trait: Air-Cooled Core"
"Trust","2850664015","Appended Mag | Appended Mag | Smallbore | Rapid Hit | Incandescent | Smallbore | Rapid Hit | Incandescent","1065371964|1087426260|1482024992|247725512|2675184851|2860123632|2938480696|4293542123","GodPVE","","Trust PVE God Roll","Barrel: Smallbore
Magazine: Appended Mag
Perk 1: Rapid Hit
Perk 2: Incandescent
Masterwork: Handling or Reload Speed"
"Trust","2850664015","Hammer-Forged Rifling | Opening Shot | Explosive Payload | Accurized Rounds | Hammer-Forged Rifling | Accurized Rounds | Opening Shot | Explosive Payload","1147230557|1370847713|3038247973|3142289711|3250034553|3267421167|47981717|64866129","GodPVP","","Trust PVP God Roll","Barrel: Hammer-Forged Rifling
Magazine: Accurized Rounds
Perk 1: Opening Shot
Perk 2: Explosive Payload
Masterwork: Range"
"The Palindrome","2876244791","Tactical Mag | Fluted Barrel | Outlaw | Outlaw | Tactical Mag | Fluted Barrel | Rolling Storm | Master of Arms | Explosive Payload | Master of Arms | Rolling Storm | Explosive Payload | Vanguard's Vindication","106909392|1124871858|1168162263|1347741687|1783397184|1840239774|2633604463|2963273944|3038247973|3081867624|3218042543|64866129|744217850","GodPVE","","The Palindrome PVE God Roll","Barrel: Fluted Barrel
Magazine: Tactical Mag
Perk 1: Explosive Payload (also good: Outlaw)
Perk 2: Master of Arms (also good: Rolling Storm)
Masterwork: Handling or Reload Speed
Origin Trait: Vanguard’s Vindication"
"The Palindrome","2876244791","Opening Shot | Smallbore | Magnificent Howl | Smallbore | Explosive Payload | Magnificent Howl | Accurized Rounds | Accurized Rounds | Elemental Capacitor | Opening Shot | Explosive Payload | Elemental Capacitor | Vanguard's Vindication","1370847713|1482024992|2720533289|2860123632|3038247973|3042219245|3142289711|3267421167|3511092054|47981717|64866129|711234314|744217850","GodPVP","","The Palindrome PVP God Roll","Barrel: Smallbore
Magazine: Accurized Rounds
Perk 1: Explosive Payload (also good: Elemental Capacitor)
Perk 2: Magnificent Howl (also good: Opening Shot)
Masterwork: Range
Origin Trait: Vanguard’s Vindication"
"The Palindrome (Adept)","4077588826","Tactical Mag | Fluted Barrel | Outlaw | Outlaw | Tactical Mag | Fluted Barrel | Rolling Storm | Master of Arms | Explosive Payload | Master of Arms | Rolling Storm | Explosive Payload | Vanguard's Vindication","106909392|1124871858|1168162263|1347741687|1783397184|1840239774|2633604463|2963273944|3038247973|3081867624|3218042543|64866129|744217850","GodPVE","","The Palindrome PVE God Roll","Barrel: Fluted Barrel
Magazine: Tactical Mag
Perk 1: Explosive Payload (also good: Outlaw)
Perk 2: Master of Arms (also good: Rolling Storm)
Masterwork: Handling or Reload Speed
Origin Trait: Vanguard’s Vindication"
"The Palindrome (Adept)","4077588826","Opening Shot | Smallbore | Magnificent Howl | Smallbore | Explosive Payload | Magnificent Howl | Accurized Rounds | Accurized Rounds | Elemental Capacitor | Opening Shot | Explosive Payload | Elemental Capacitor | Vanguard's Vindication","1370847713|1482024992|2720533289|2860123632|3038247973|3042219245|3142289711|3267421167|3511092054|47981717|64866129|711234314|744217850","GodPVP","","The Palindrome PVP God Roll","Barrel: Smallbore
Magazine: Accurized Rounds
Perk 1: Explosive Payload (also good: Elemental Capacitor)
Perk 2: Magnificent Howl (also good: Opening Shot)
Masterwork: Range
Origin Trait: Vanguard’s Vindication"
"Targeted Redaction","3890055324","Hammer-Forged Rifling | Outlaw | Outlaw | Flared Magwell | Destabilizing Rounds | Destabilizing Rounds | Accurized Rounds | Flared Magwell | Hammer-Forged Rifling | Accurized Rounds","1147230557|1168162263|1347741687|1709045111|1926441324|2048641572|3142289711|3230963543|3250034553|3267421167","GodPVE","","Targeted Redaction PVE God Roll","Barrel: Hammer-Forged Rifling
Magazine: Flared Magwell or Accurized Rounds
Perk 1: Outlaw
Perk 2: Destabilizing Rounds
Masterwork: Reload Speed"
"Targeted Redaction","3890055324","Hammer-Forged Rifling | Outlaw | Outlaw | Flared Magwell | Explosive Payload | Accurized Rounds | Flared Magwell | Hammer-Forged Rifling | Accurized Rounds | Explosive Payload","1147230557|1168162263|1347741687|1709045111|3038247973|3142289711|3230963543|3250034553|3267421167|64866129","GodPVP","","Targeted Redaction PVP God Roll","Barrel: Hammer-Forged Rifling
Magazine: Flared Magwell or Accurized Rounds
Perk 1: Outlaw
Perk 2: Explosive Payload
Masterwork: Range or Handling"
"Something New","586671776","Tactical Mag | Fluted Barrel | Dream Work | Tactical Mag | Fluted Barrel | Demolitionist | Rapid Hit | Rapid Hit | Frenzy | Demolitionist | Frenzy","106909392|1124871858|1380061575|1783397184|1840239774|1906147653|247725512|2938480696|3007133316|3523296417|4104185692","GodPVE","","Something New PVE God Roll","Barrel: Fluted Barrel
Magazine: Tactical Mag
Perk 1: Demolitionist (also good: Rapid Hit)
Perk 2: Frenzy
Masterwork: Handling or Stability
Origin Trait: Dream Work"
"Something New","586671776","Fluted Barrel | Dream Work | Fluted Barrel | Rapid Hit | Rapid Hit | Accurized Rounds | Accurized Rounds | Precision Instrument | Precision Instrument","1124871858|1380061575|1840239774|247725512|2938480696|3142289711|3267421167|332733060|555281244","GodPVP","","Something New PVP God Roll","Barrel: Fluted Barrel
Magazine: Accurized Rounds
Perk 1: Rapid Hit
Perk 2: Precision Instrument
Masterwork: Range
Origin Trait: Dream Work"
"Solemn Remembrance","4116518582","Tactical Mag | Fluted Barrel | Headstone | Firefly | Headstone | Tactical Mag | Fluted Barrel | Rimestealer | Impromptu Ammunition | Rimestealer | Firefly | Textured Grip | Impromptu Ammunition","106909392|1124871858|1171887445|1183436451|124408337|1783397184|1840239774|1955165503|2360347339|2617553311|3824105627|3917450714|4096144819","GodPVE","","Solemn Remembrance PVE God Roll","Barrel: Fluted Barrel
Magazine: Tactical Mag
Perk 1: Headstone (also good: Impromptu Ammunition)
Perk 2: Firefly or Rimestealer
Masterwork: Handling
Grip: Textured Grip"
"Solemn Remembrance","4116518582","Opening Shot | Smallbore | Zen Moment | Slideshot | Smooth Grip | Lone Wolf | Zen Moment | Lone Wolf | Smallbore | Accurized Rounds | Slideshot | Accurized Rounds | Precision Instrument | Opening Shot | Precision Instrument","1370847713|1482024992|1748774930|191144788|197518367|2073244114|2387244414|2579169598|2860123632|3142289711|3161816588|3267421167|332733060|47981717|555281244","GodPVP","","Solemn Remembrance PVP God Roll","Barrel: Smallbore
Magazine: Accurized Rounds
Perk 1: Lone Wolf or Slideshot (also good: Zen Moment)
Perk 2: Opening Shot or Precision Instrument
Masterwork: Range
Grip: Smooth Grip"
"Sightline Survey","2350330520","Appended Mag | Appended Mag | Fluted Barrel | Voltshot | Enlightened Action | Fluted Barrel | Voltshot | Enlightened Action","1065371964|1087426260|1124871858|1720528630|1771736209|1840239774|2173046394|3828510309","GodPVE","","Sightline Survey PVE God Roll","Barrel: Fluted Barrel
Magazine: Appended Mag
Perk 1: Enlightened Action
Perk 2: Voltshot
Masterwork: Handling"
"Sightline Survey","2350330520","Kill Clip | Extended Barrel | Fragile Focus | Extended Barrel | Fragile Focus | Kill Clip | Accurized Rounds | Keep Away | Accurized Rounds | Precision Instrument | Keep Away | Precision Instrument","1015611457|1467527085|1609056795|1932356121|2451262963|2923251173|3142289711|3198323828|3267421167|332733060|3619207468|555281244","GodPVP","","Sightline Survey PVP God Roll","Barrel: Extended Barrel
Magazine: Accurized Rounds
Perk 1: Keep Away (also good: Fragile Focus)
Perk 2: Kill Clip (also good: Precision Instrument)
Masterwork: Range"
"Sarpedon-D","3318545829","Appended Mag | Appended Mag | Trickle Charge | Barrel Shroud | Trench Barrel | Barrel Shroud | Trench Barrel | Rolling Storm | One-Two Punch | Rolling Storm | Proximity Power | Trickle Charge | One-Two Punch | Proximity Power","1065371964|1087426260|1115162408|1300023272|2360754333|2371713880|2459015849|2633604463|2679249093|3218042543|4190679284|511499160|788178929|820036316","GodPVE","","Sarpedon-D PVE God Roll","Barrel: Barrel Shroud
Magazine: Appended Mag
Perk 1: Trickle Charge (also good: Proximity Power)
Perk 2: Rolling Storm (also good: One-Two Punch or Trench Barrel)
Masterwork: Handling"
"Sarpedon-D","3318545829","Desperate Measures | Desperate Measures | Accurized Rounds | Accurized Rounds | To the Pain | To the Pain | Smoothbore | Smoothbore","2109543898|2799030358|3142289711|3267421167|3416609154|3938834702|466087222|905499626","GodPVP","","Sarpedon-D PVP God Roll","Barrel: Smoothbore
Magazine: Accurized Rounds
Perk 1: To the Pain
Perk 2: Desperate Measures
Masterwork: Range"
"Round Robin","2034215657","Hatchling | Hammer-Forged Rifling | Fourth Time's the Charm | Flared Magwell | Light Mag | Golden Tricorn | Keep Away | Flared Magwell | Hammer-Forged Rifling | Keep Away | Golden Tricorn Enhanced | Light Mag | Hatchling | Fourth Time's the Charm","102912326|1147230557|1354429876|1709045111|1807273211|2610012052|3198323828|3230963543|3250034553|3619207468|4290541820|679225683|831391274|848860060","GodPVE","","Round Robin PVE God Roll","Barrel: Hammer-Forged Rifling
Magazine: Flared Magwell (also good: Light Mag)
Perk 1: Keep Away (also good: Fourth Time’s the Charm)
Perk 2: Hatchling (also good: Golden Tricorn)
Masterwork: Reload"
"Round Robin","2034215657","Kill Clip | Hammer-Forged Rifling | Flared Magwell | Ricochet Rounds | Ricochet Rounds | Killing Wind | Kill Clip | Keep Away | Flared Magwell | Hammer-Forged Rifling | Keep Away | Killing Wind","1015611457|1147230557|1709045111|1885400500|1968098204|2450788523|2923251173|3198323828|3230963543|3250034553|3619207468|4207509907","GodPVP","","Round Robin PVP God Roll","Barrel: Hammer-Forged Rifling
Magazine: Ricochet Rounds (also good: Flared Magwell)
Perk 1: Killing Wind (also good: Keep Away)
Perk 2: Kill Clip
Masterwork: Range"
"Rose","882778888","Tactical Mag | Smallbore | Vorpal Weapon | Flared Magwell | Tactical Mag | Rapid Hit | Smallbore | Rapid Hit | Explosive Payload | Flared Magwell | Smooth Grip | Vorpal Weapon | Explosive Payload","106909392|1482024992|1546637391|1709045111|1783397184|247725512|2860123632|2938480696|3038247973|3230963543|3326204863|3418165135|64866129","GodPVE","","Rose PVE God Roll","Barrel: Smallbore
Magazine: Flared Magwell or Tactical Mag
Perk 1: Rapid Hit
Perk 2: Explosive Payload or Vorpal Weapon
Masterwork: Stability"
"Rose","882778888","Hammer-Forged Rifling | Perpetual Motion | Smallbore | Flared Magwell | Perpetual Motion | Moving Target | Smallbore | Explosive Payload | Accurized Rounds | Flared Magwell | Hammer-Forged Rifling | Accurized Rounds | Smooth Grip | Eye of the Storm | Moving Target | Explosive Payload | Eye of the Storm","1147230557|1428297954|1482024992|1709045111|2014892510|2717805783|2860123632|3038247973|3142289711|3230963543|3250034553|3267421167|3326204863|3719974635|588594999|64866129|699525795","GodPVP","","Rose PVP God Roll","Barrel: Smallbore or Hammer-Forged Rifling
Magazine: Accurized Rounds or Flared Magwell
Perk 1: Perpetual Motion or Moving Target
Perk 2: Explosive Payload or Eye of the Storm
Masterwork: Range or Stability"
"Phoneutria Fera","3496887154","Appended Mag | Appended Mag | Fluted Barrel | Flared Magwell | Fluted Barrel | Incandescent | One-Two Punch | Flared Magwell | Surrounded | Tenacity | Threat Detector | Proximity Power | Incandescent | Tenacity | Threat Detector | Surrounded | One-Two Punch | Proximity Power","1065371964|1087426260|1124871858|1709045111|1840239774|2675184851|2679249093|3230963543|3708227201|3911709647|4071163871|4190679284|4293542123|483923727|494941759|781192741|788178929|820036316","GodPVE","","Phoneutria Fera PVE God Roll","Barrel: Fluted Barrel
Magazine: Appended Mag or Flared Magwell
Perk 1: Threat Detector or Proximity Power
Perk 2: Surrounded or Incandescent (also good: One-Two Punch)
Masterwork: Handling
Origin Trait: Tenacity"
"Phoneutria Fera","3496887154","Hammer-Forged Rifling | Swashbuckler | Barrel Constrictor | Slideshot | One-Two Punch | Accurized Rounds | Slideshot | Hammer-Forged Rifling | Accurized Rounds | Tenacity | Threat Detector | Swashbuckler | Barrel Constrictor | Tenacity | Threat Detector | One-Two Punch","1147230557|1161469972|1451849462|191144788|2679249093|3142289711|3161816588|3250034553|3267421167|3911709647|4071163871|4082225868|4175584682|483923727|494941759|788178929","GodPVP","","Phoneutria Fera PVP God Roll","Barrel: Hammer-Forged Rifling
Magazine: Accurized Rounds
Perk 1: Slideshot or Threat Detector (also good: Barrel Constrictor)
Perk 2: Swashbuckler or One-Two Punch
Masterwork: Range
Origin Trait: Tenacity"
"Phoneutria Fera","3804242795","Appended Mag | Appended Mag | Fluted Barrel | Flared Magwell | Fluted Barrel | Incandescent | One-Two Punch | Flared Magwell | Surrounded | Tenacity | Threat Detector | Proximity Power | Incandescent | Tenacity | Threat Detector | Surrounded | One-Two Punch | Proximity Power","1065371964|1087426260|1124871858|1709045111|1840239774|2675184851|2679249093|3230963543|3708227201|3911709647|4071163871|4190679284|4293542123|483923727|494941759|781192741|788178929|820036316","GodPVE","","Phoneutria Fera PVE God Roll","Barrel: Fluted Barrel
Magazine: Appended Mag or Flared Magwell
Perk 1: Threat Detector or Proximity Power
Perk 2: Surrounded or Incandescent (also good: One-Two Punch)
Masterwork: Handling
Origin Trait: Tenacity"
"Phoneutria Fera","3804242795","Hammer-Forged Rifling | Swashbuckler | Barrel Constrictor | Slideshot | One-Two Punch | Accurized Rounds | Slideshot | Hammer-Forged Rifling | Accurized Rounds | Tenacity | Threat Detector | Swashbuckler | Barrel Constrictor | Tenacity | Threat Detector | One-Two Punch","1147230557|1161469972|1451849462|191144788|2679249093|3142289711|3161816588|3250034553|3267421167|3911709647|4071163871|4082225868|4175584682|483923727|494941759|788178929","GodPVP","","Phoneutria Fera PVP God Roll","Barrel: Hammer-Forged Rifling
Magazine: Accurized Rounds
Perk 1: Slideshot or Threat Detector (also good: Barrel Constrictor)
Perk 2: Swashbuckler or One-Two Punch
Masterwork: Range
Origin Trait: Tenacity"
"Mos Athanor IV","1288422452","Wild Card | Fluted Barrel | Demoralize | Fluted Barrel | Ricochet Rounds | Destabilizing Rounds | Ricochet Rounds | Destabilizing Rounds | Demoralize | Wild Card","1050127423|1124871858|1464081238|1840239774|1885400500|1926441324|1968098204|2048641572|2813913866|501821599","GodPVE","","Mos Athanor IV PVE God Roll","Barrel: Fluted Barrel
Magazine: Ricochet Rounds
Perk 1: Destabilising Rounds
Perk 2: Demoralize
Masterwork: Stability
Origin Trait: Wild Card"
"Mos Athanor IV","1288422452","Smallbore | Roar of Battle | Ricochet Rounds | Ricochet Rounds | Slideways | Lone Wolf | Slideways | Lone Wolf | Smallbore | Adagio | Precision Instrument | Adagio | Roar of Battle | Precision Instrument","1482024992|1673863459|1885400500|1968098204|2039302152|2073244114|2396422520|2579169598|2860123632|2889515627|332733060|3673922083|4236235115|555281244","GodPVP","","Mos Athanor IV PVP God Roll","Barrel: Smallbore
Magazine: Ricochet Rounds
Perk 1: Lone Wolf or Slideways
Perk 2: Precision Instrument (also good: Adagio)
Masterwork: Range
Origin Trait: Roar of Battle"
"Modified B-7 Pistol","3146657388","Enhanced Heatsink | Fluted Barrel | Headstone | Firefly | Headstone | Fluted Barrel | Demolitionist | Thermal Atomization | Enhanced Heatsink | Demolitionist | Thermal Atomization | Firefly","1080094173|1124871858|1171887445|1183436451|124408337|1840239774|1906147653|1909124648|2126519017|3523296417|3590359704|3824105627","GodPVE","","Modified B-7 Pistol PVE God Roll","Barrel: Fluted Barrel
Battery: Enhanced Heatsink
Perk 1: Firefly or Demolitionist
Perk 2: Headstone or Thermal Atomization
Masterwork: Handling
Origin Trait: Accelerated Assault"
"Modified B-7 Pistol","3146657388","Air-Cooled Core | Delicate Tuning | Opening Shot | Projection Fuse | Projection Fuse | Arrowhead Brake | Delicate Tuning | Keep Away | Keep Away | Eye of the Storm | Air-Cooled Core | Opening Shot | Eye of the Storm | Arrowhead Brake","1309453587|1341464476|1370847713|2800182654|2969185026|3048246338|307683764|3198323828|3619207468|3719974635|4280607931|47981717|699525795|839105230","GodPVP","","Modified B-7 Pistol PVP God Roll","Barrel: Arrowhead Brake
Battery: Projection Fuse
Perk 1: Delicate Tuning or Keep Away
Perk 2: Opening Shot or Eye of the Storm
Masterwork: Range
Origin Trait: Air-Cooled Core"
"Modified B-7 Pistol","1872906663","Enhanced Heatsink | Fluted Barrel | Headstone | Firefly | Headstone | Fluted Barrel | Demolitionist | Thermal Atomization | Enhanced Heatsink | Accelerated Assault | Demolitionist | Thermal Atomization | Accelerated Assault | Firefly","1080094173|1124871858|1171887445|1183436451|124408337|1840239774|1906147653|1909124648|2126519017|2671305723|3523296417|3590359704|3713579091|3824105627","GodPVE","","Modified B-7 Pistol PVE God Roll","Barrel: Fluted Barrel
Battery: Enhanced Heatsink
Perk 1: Firefly or Demolitionist
Perk 2: Headstone or Thermal Atomization
Masterwork: Handling
Origin Trait: Accelerated Assault"
"Modified B-7 Pistol","1872906663","Air-Cooled Core | Delicate Tuning | Opening Shot | Projection Fuse | Projection Fuse | Arrowhead Brake | Delicate Tuning | Keep Away | Keep Away | Eye of the Storm | Air-Cooled Core | Opening Shot | Eye of the Storm | Arrowhead Brake","1309453587|1341464476|1370847713|2800182654|2969185026|3048246338|307683764|3198323828|3619207468|3719974635|4280607931|47981717|699525795|839105230","GodPVP","","Modified B-7 Pistol PVP God Roll","Barrel: Arrowhead Brake
Battery: Projection Fuse
Perk 1: Delicate Tuning or Keep Away
Perk 2: Opening Shot or Eye of the Storm
Masterwork: Range
Origin Trait: Air-Cooled Core"
